work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2025,"Mid level","Full time","Data Scientist",118273,USD,118273,US,0,US,Medium
2025,"Mid level","Full time","Data Scientist",87419,USD,87419,US,0,US,Medium
2025,"Senior level","Full time","Data Scientist",173296,USD,173296,US,0,US,Medium
2025,"Senior level","Full time","Data Scientist",103978,USD,103978,US,0,US,Medium
2025,"Senior level","Full time","Data Scientist",201783,USD,201783,US,0,US,Medium
2025,"Senior level","Full time","Data Scientist",146751,USD,146751,US,0,US,Medium
2025,"Entry level","Full time","Data Governance Analyst",101475,USD,101475,US,0,US,Medium
2025,"Entry level","Full time","Data Governance Analyst",64575,USD,64575,US,0,US,Medium
2025,"Mid level","Full time",Manager,197280,USD,197280,CA,0,CA,Medium
2025,"Mid level","Full time",Manager,118368,USD,118368,CA,0,CA,Medium
2025,"Mid level","Full time",Developer,65025,USD,65025,US,0,US,Medium
2025,"Mid level","Full time",Engineer,167575,USD,167575,US,100,US,Medium
2025,"Mid level","Full time",Engineer,111717,USD,111717,US,100,US,Medium
2025,"Senior level","Full time",Engineer,600593,USD,600593,US,0,US,Medium
2025,"Entry level","Full time",Associate,75774,USD,75774,US,0,US,Medium
2025,"Entry level","Full time",Associate,62645,USD,62645,US,0,US,Medium
2025,"Senior level","Full time","Data Analyst",123075,USD,123075,US,100,US,Medium
2025,"Senior level","Full time","Data Analyst",86155,USD,86155,US,100,US,Medium
2025,"Mid level","Full time","Data Scientist",161866,USD,161866,US,0,US,Medium
2025,"Mid level","Full time","Data Scientist",102419,USD,102419,US,0,US,Medium
2025,"Senior level","Full time","Solutions Architect",200143,USD,200143,US,0,US,Medium
2025,"Senior level","Full time","Solutions Architect",150143,USD,150143,US,0,US,Medium
2025,"Senior level","Full time","Data Engineer",215900,USD,215900,US,0,US,Medium
2025,"Senior level","Full time",Engineer,431250,USD,431250,US,100,US,Medium
2025,"Mid level","Full time","Data Manager",54200,USD,54200,US,0,US,Medium
2025,"Expert Level","Full time",Engineer,273800,USD,273800,US,0,US,Medium
2025,"Entry level","Full time","Data Analyst",91600,USD,91600,US,0,US,Medium
2025,"Expert Level","Full time","Data Governance",314960,USD,314960,US,0,US,Medium
2025,"Senior level","Full time","Data Scientist",129900,USD,129900,US,0,US,Medium
2025,"Mid level","Full time","Data Analyst",40500,USD,40500,US,0,US,Medium
2025,"Entry level","Part Time","Research Assistant",34700,USD,34700,CA,0,CA,Medium
2025,"Senior level","Full time",Engineer,161158,USD,161158,US,0,US,Medium
2025,"Senior level","Full time","Solutions Architect",306280,USD,306280,US,0,US,Medium
2025,"Senior level","Full time","Solutions Architect",153140,USD,153140,US,0,US,Medium
2025,"Mid level","Full time","Data Engineer",95379,USD,95379,US,0,US,Medium
2025,"Senior level","Full time","DevOps Engineer",126160,USD,126160,US,0,US,Medium
2025,"Senior level","Full time",Architect,142025,USD,142025,US,0,US,Medium
2025,"Senior level","Full time",Architect,88675,USD,88675,US,0,US,Medium
2025,"Senior level","Full time",Manager,346200,USD,346200,US,0,US,Medium
2025,"Senior level","Full time","Machine Learning Engineer",218025,USD,218025,US,100,US,Medium
2025,"Senior level","Full time",Engineer,278738,USD,278738,US,0,US,Medium
2025,"Senior level","Full time",Engineer,203183,USD,203183,US,0,US,Medium
2025,"Senior level","Full time",Manager,161860,USD,161860,US,0,US,Medium
2025,"Senior level","Full time",Manager,124486,USD,124486,US,0,US,Medium
2025,"Senior level","Full time","Data Engineer",98770,USD,98770,US,100,US,Medium
2025,"Senior level","Full time","AI Engineer",104000,CAD,74285,CA,100,CA,Medium
2025,"Mid level","Full time","Research Associate",40750,USD,40750,US,0,US,Medium
2025,"Senior level","Full time","Solutions Architect",179850,USD,179850,US,100,US,Medium
2025,"Mid level","Full time","Machine Learning Engineer",20833,USD,20833,US,0,US,Medium
2025,"Mid level","Full time","Data Analyst",232224,USD,232224,US,0,US,Medium
2025,"Mid level","Full time",Manager,135742,USD,135742,US,0,US,Medium
2025,"Mid level","Full time","Data Management Specialist",42200,USD,42200,US,0,US,Medium
2025,"Mid level","Full time","Data Scientist",180128,USD,180128,US,0,US,Medium
2025,"Mid level","Full time",Engineer,100082,USD,100082,US,0,US,Medium
2025,"Mid level","Full time",Engineer,70058,USD,70058,US,0,US,Medium
2025,"Senior level","Full time",Engineer,184950,USD,184950,US,0,US,Medium
2025,"Entry level","Full time","Business Intelligence Analyst",960000,PHP,16371,PH,100,PH,Medium
2025,"Senior level","Full time","Data Scientist",249390,USD,249390,US,100,US,Medium
2025,"Senior level","Full time","Data Scientist",151170,USD,151170,US,100,US,Medium
2025,"Mid level","Full time","Data Scientist",107502,USD,107502,US,0,US,Medium
2025,"Mid level","Full time","Data Scientist",71668,USD,71668,US,0,US,Medium
2025,"Mid level","Full time","Data Analyst",55350,USD,55350,US,100,US,Medium
2025,"Senior level","Full time",Manager,237150,USD,237150,US,0,US,Medium
2025,"Senior level","Full time",Manager,128700,USD,128700,US,100,US,Medium
2025,"Senior level","Full time",Manager,77300,USD,77300,US,100,US,Medium
2025,"Entry level","Full time","Data Analyst",70960,USD,70960,US,0,US,Medium
2025,"Entry level","Full time","Data Analyst",47300,USD,47300,US,0,US,Medium
2025,"Expert Level","Full time","Data Engineer",146650,GBP,185632,GB,0,GB,Medium
2025,"Expert Level","Full time","Data Engineer",124653,GBP,157788,GB,0,GB,Medium
2025,"Expert Level","Full time","Director of Machine Learning",373600,USD,373600,US,0,US,Medium
2025,"Expert Level","Full time","Director of Machine Learning",193900,USD,193900,US,0,US,Medium
2025,"Senior level","Full time","Software Engineer",303600,USD,303600,US,0,US,Medium
2025,"Senior level","Full time","Machine Learning Engineer",283600,USD,283600,US,0,US,Medium
2025,"Senior level","Full time","AI Architect",218875,USD,218875,US,0,US,Medium
2025,"Senior level","Full time","Business Intelligence Analyst",247228,USD,247228,US,0,US,Medium
2025,"Senior level","Full time","Business Intelligence Analyst",120082,USD,120082,US,0,US,Medium
2025,"Mid level","Full time","Data Specialist",118103,USD,118103,US,0,US,Medium
2025,"Mid level","Full time","Data Specialist",78735,USD,78735,US,0,US,Medium
2025,"Senior level","Full time","Data Analyst",94057,USD,94057,US,0,US,Medium
2025,"Senior level","Full time","Data Analyst",66206,USD,66206,US,0,US,Medium
2025,"Senior level","Full time","Data Scientist",111996,USD,111996,US,0,US,Medium
2025,"Senior level","Full time","Software Engineer",176790,USD,176790,US,0,US,Medium
2025,"Senior level","Full time","Software Engineer",121924,USD,121924,US,0,US,Medium
2025,"Entry level","Full time","Data Analyst",98865,USD,98865,US,0,US,Medium
2025,"Entry level","Full time","Data Analyst",61892,USD,61892,US,0,US,Medium
2025,"Senior level","Full time","Data Architect",268056,USD,268056,US,0,US,Medium
2025,"Senior level","Full time","Data Architect",150552,USD,150552,US,0,US,Medium
2025,"Mid level","Full time",Manager,170863,USD,170863,US,0,US,Medium
2025,"Mid level","Full time",Manager,113909,USD,113909,US,0,US,Medium
2025,"Senior level","Full time",Engineer,86634,USD,86634,US,0,US,Medium
2025,"Senior level","Full time","Data Visualization Engineer",73100,USD,73100,US,0,US,Medium
2025,"Mid level","Full time","Data Engineer",106899,USD,106899,US,0,US,Medium
2025,"Mid level","Full time","Data Engineer",71266,USD,71266,US,0,US,Medium
2025,"Senior level","Full time","Data Analyst",101880,USD,101880,US,100,US,Medium
2025,"Senior level","Full time",Engineer,169340,USD,169340,US,100,US,Medium
2025,"Senior level","Full time",Engineer,105860,USD,105860,US,100,US,Medium
2025,"Senior level","Full time","Data Architect",242300,USD,242300,US,0,US,Medium
2025,"Expert Level","Full time",Manager,218760,USD,218760,US,0,US,Medium
2025,"Expert Level","Full time",Manager,145840,USD,145840,US,0,US,Medium
2025,"Senior level","Full time",Associate,76840,USD,76840,US,0,US,Medium
2025,"Senior level","Full time",Consultant,147720,USD,147720,US,0,US,Medium
2025,"Senior level","Full time",Consultant,98480,USD,98480,US,0,US,Medium
2025,"Entry level","Full time","Data Analyst",85056,EUR,89532,NL,0,NL,Medium
2025,"Entry level","Full time","Data Analyst",52404,EUR,55162,NL,0,NL,Medium
2025,"Senior level","Full time","Data Analyst",82512,USD,82512,US,0,US,Medium
2025,"Senior level","Full time","Data Analyst",61404,USD,61404,US,0,US,Medium
2025,"Senior level","Full time","Data Analyst",108810,USD,108810,US,0,US,Medium
2025,"Senior level","Full time","Solutions Architect",304500,USD,304500,US,0,US,Medium
2025,"Senior level","Full time","Software Engineer",192890,USD,192890,US,0,US,Medium
2025,"Senior level","Full time","Data Engineer",2700000,INR,31926,IN,50,AU,Large
2025,"Mid level","Full time",Manager,119970,USD,119970,US,0,US,Medium
2025,"Senior level","Full time","Software Engineer",600857,USD,600857,US,0,US,Medium
2025,"Senior level","Full time","Solutions Architect",265703,USD,265703,US,0,US,Medium
2025,"Senior level","Full time","Solutions Architect",196389,USD,196389,US,0,US,Medium
2025,"Mid level","Full time","Data Scientist",80328,EUR,84555,NL,0,NL,Medium
2025,"Senior level","Full time","Data Scientist",272200,USD,272200,US,0,US,Medium
2025,"Entry level","Full time","Data Analyst",19956,EUR,21006,FR,0,FR,Medium
2025,"Entry level","Full time","Data Analyst",17712,EUR,18644,FR,0,FR,Medium
2025,"Mid level","Full time",Associate,75670,USD,75670,US,0,US,Medium
2025,"Mid level","Full time",Associate,46280,USD,46280,US,0,US,Medium
2025,"Senior level","Full time","AI Engineer",218160,USD,218160,US,0,US,Medium
2025,"Senior level","Full time",Analyst,164940,USD,164940,US,100,US,Medium
2025,"Senior level","Full time",Analyst,89040,USD,89040,US,100,US,Medium
2025,"Entry level","Full time",Analyst,62458,USD,62458,US,0,US,Medium
2025,"Senior level","Full time","Business Intelligence Analyst",94350,USD,94350,US,0,US,Medium
2025,"Senior level","Full time","Data Governance Manager",181400,USD,181400,US,0,US,Medium
2025,"Entry level","Full time",Engineer,75860,USD,75860,US,0,US,Medium
2025,"Expert Level","Full time","Data Engineer",282150,USD,282150,US,0,US,Medium
2025,"Entry level","Full time","Platform Engineer",151250,USD,151250,US,0,US,Medium
2025,"Mid level","Full time","Data Engineer",294000,BRL,48275,BR,100,BR,Medium
2025,"Mid level","Full time","Data Engineer",264000,BRL,43349,BR,100,BR,Medium
2025,"Mid level","Full time","Data Specialist",94720,USD,94720,US,0,US,Medium
2025,"Mid level","Full time","Data Specialist",58280,USD,58280,US,0,US,Medium
2025,"Senior level","Full time","Data Engineer",202659,USD,202659,US,100,US,Medium
2025,"Senior level","Full time","Data Engineer",121595,USD,121595,US,100,US,Medium
2025,"Senior level","Full time",Manager,218790,USD,218790,US,0,US,Medium
2025,"Senior level","Full time","Data Engineer",487000,PLN,119656,PL,0,PL,Medium
2025,"Senior level","Full time","Data Engineer",325000,PLN,79852,PL,0,PL,Medium
2025,"Senior level","Full time","Research Scientist",238160,USD,238160,US,0,US,Medium
2025,"Senior level","Full time","Research Scientist",125840,USD,125840,US,0,US,Medium
2025,"Entry level","Full time","Data Analyst",55225,USD,55225,US,100,US,Medium
2025,"Entry level","Full time","Data Analyst",30550,USD,30550,US,100,US,Medium
2025,"Senior level","Full time","Data Engineer",245960,USD,245960,US,100,US,Medium
2025,"Senior level","Full time","Data Engineer",132440,USD,132440,US,100,US,Medium
2025,"Expert Level","Full time",Engineer,197156,USD,197156,GB,0,GB,Medium
2025,"Expert Level","Full time",Engineer,132913,USD,132913,GB,0,GB,Medium
2025,"Senior level","Full time","Data Scientist",110720,USD,110720,US,0,US,Medium
2025,"Entry level","Full time","Data Analyst",111632,USD,111632,US,0,US,Medium
2025,"Entry level","Full time","Data Analyst",66979,USD,66979,US,0,US,Medium
2025,"Mid level","Full time","Data Engineer",133346,USD,133346,US,0,US,Medium
2025,"Mid level","Full time","Data Engineer",101020,USD,101020,US,0,US,Medium
2025,"Mid level","Full time","Data Engineer",134713,USD,134713,US,0,US,Medium
2025,"Mid level","Full time","Data Engineer",107770,USD,107770,US,0,US,Medium
2025,"Senior level","Full time","Machine Learning Engineer",237700,USD,237700,US,0,US,Medium
2025,"Mid level","Full time","Data Engineer",70862,USD,70862,US,0,US,Medium
2025,"Mid level","Full time","Data Engineer",58461,USD,58461,US,0,US,Medium
2025,"Entry level","Full time",Analyst,223735,USD,223735,US,0,US,Medium
2025,"Entry level","Full time","Data Reporting Analyst",74130,USD,74130,US,0,US,Medium
2025,"Mid level","Full time","Postdoctoral Fellow",80480,USD,80480,US,0,US,Medium
2025,"Mid level","Full time","Data Scientist",119040,USD,119040,US,0,US,Medium
2025,"Senior level","Full time",Architect,407942,USD,407942,US,0,US,Medium
2025,"Senior level","Full time",Architect,239966,USD,239966,US,0,US,Medium
2025,"Senior level","Full time",Manager,217450,USD,217450,US,0,US,Medium
2025,"Senior level","Full time","Product Manager",243700,USD,243700,US,0,US,Medium
2025,"Mid level","Full time","Data Engineer",67608,EUR,71166,NL,0,NL,Medium
2025,"Mid level","Full time","Data Engineer",44376,EUR,46711,NL,0,NL,Medium
2025,"Senior level","Full time",Analyst,127143,USD,127143,US,0,US,Medium
2025,"Mid level","Part Time","Data Manager",48499,GBP,61391,GB,0,GB,Medium
2025,"Mid level","Part Time","Data Manager",44905,GBP,56841,GB,0,GB,Medium
2025,"Senior level","Full time",Manager,169499,USD,169499,US,0,US,Medium
2025,"Senior level","Full time",Manager,138681,USD,138681,US,0,US,Medium
2025,"Senior level","Full time","Data Scientist",165035,USD,165035,US,0,US,Medium
2025,"Senior level","Full time","Data Scientist",148764,USD,148764,US,0,US,Medium
2025,"Entry level","Full time","AI Engineer",122467,USD,122467,US,0,US,Medium
2025,"Senior level","Full time",Analyst,600702,USD,600702,US,0,US,Medium
2025,"Senior level","Full time","Data Engineer",139217,USD,139217,US,0,US,Medium
2025,"Senior level","Full time","Data Engineer",119079,USD,119079,US,0,US,Medium
2025,"Senior level","Full time","Data Visualization Analyst",114240,USD,114240,PE,0,PE,Medium
2025,"Entry level","Full time","Data Analyst",634000,USD,634000,US,0,US,Medium
2025,"Senior level","Full time","AI Engineer",308700,USD,308700,US,0,US,Medium
2025,"Expert Level","Full time","Data Governance",360700,USD,360700,US,0,US,Medium
2025,"Senior level","Full time","Software Engineer",278250,USD,278250,US,0,US,Medium
2025,"Senior level","Full time","Business Intelligence Specialist",85480,USD,85480,US,0,US,Medium
2025,"Mid level","Full time",Analyst,93760,USD,93760,US,0,US,Medium
2025,"Senior level","Full time","Software Engineer",514000,USD,514000,US,0,US,Medium
2025,"Senior level","Full time",Manager,145260,USD,145260,CA,0,CA,Medium
2025,"Mid level","Full time",Manager,76846,GBP,97273,GB,0,GB,Medium
2025,"Mid level","Full time","Research Analyst",62727,USD,62727,US,0,US,Medium
2025,"Senior level","Full time","AI Engineer",567000,USD,567000,US,0,US,Medium
2025,"Senior level","Full time","AI Engineer",353000,USD,353000,US,0,US,Medium
2025,"Mid level","Full time",Engineer,182467,USD,182467,CA,0,CA,Medium
2025,"Mid level","Full time",Engineer,155367,USD,155367,CA,0,CA,Medium
2025,"Senior level","Full time","Software Engineer",252488,USD,252488,US,0,US,Medium
2025,"Senior level","Full time","Software Engineer",186622,USD,186622,US,0,US,Medium
2025,"Entry level","Full time","Data Scientist",80417,USD,80417,US,0,US,Medium
2025,"Senior level","Full time","Software Engineer",185683,USD,185683,CA,0,CA,Medium
2025,"Senior level","Full time",Engineer,166372,USD,166372,US,100,US,Medium
2025,"Senior level","Full time","Research Scientist",144505,USD,144505,US,0,US,Medium
2025,"Senior level","Full time","Research Scientist",137380,USD,137380,US,0,US,Medium
2025,"Expert Level","Full time","Account Executive",89540,USD,89540,US,100,US,Medium
2025,"Mid level","Full time",Associate,166300,USD,166300,US,100,US,Medium
2025,"Mid level","Full time",Developer,63120,EUR,66442,LV,0,LV,Medium
2025,"Mid level","Full time",Developer,45480,EUR,47873,LV,0,LV,Medium
2025,"Senior level","Full time","Analytics Engineer",599947,USD,599947,US,0,US,Medium
2025,"Senior level","Full time","Data Manager",140769,USD,140769,US,0,US,Medium
2025,"Senior level","Full time","Data Manager",90673,USD,90673,US,0,US,Medium
2025,"Entry level","Full time","Data Analyst",33600,EUR,35368,LT,0,LT,Medium
2025,"Entry level","Full time","Data Analyst",120033,USD,120033,US,0,US,Medium
2025,"Entry level","Full time","Data Analyst",86650,USD,86650,US,0,US,Medium
2025,"Senior level","Full time","Data Analyst",134438,USD,134438,US,0,US,Medium
2025,"Senior level","Full time","Data Analyst",97049,USD,97049,US,0,US,Medium
2025,"Senior level","Full time","Full Stack Developer",200790,USD,200790,US,0,US,Medium
2025,"Senior level","Full time",Engineer,220680,USD,220680,US,100,US,Medium
2025,"Mid level","Full time","Software Developer",74935,USD,74935,US,0,US,Medium
2025,"Entry level","Full time","Data Analyst",85469,USD,85469,US,0,US,Medium
2025,"Entry level","Full time","Data Analyst",73601,USD,73601,US,0,US,Medium
2025,"Entry level","Full time","Data Analyst",86715,USD,86715,US,0,US,Medium
2025,"Entry level","Full time","Data Analyst",57810,USD,57810,US,0,US,Medium
2025,"Mid level","Full time","Data Governance Analyst",99730,USD,99730,US,0,US,Medium
2025,"Mid level","Full time","Data Governance Analyst",66490,USD,66490,US,0,US,Medium
2025,"Mid level","Full time","AI Engineer",164120,USD,164120,US,0,US,Medium
2025,"Mid level","Full time","AI Engineer",134280,USD,134280,US,0,US,Medium
2025,"Senior level","Full time","Data Architect",123360,USD,123360,US,0,US,Medium
2025,"Entry level","Full time","Software Development Engineer",132850,USD,132850,US,0,US,Medium
2025,"Senior level","Full time",Architect,244575,USD,244575,US,0,US,Medium
2025,"Senior level","Full time",Architect,163050,USD,163050,US,0,US,Medium
2025,"Mid level","Full time","Data Engineer",201572,USD,201572,US,100,US,Medium
2025,"Senior level","Full time","Research Scientist",324100,USD,324100,US,0,US,Large
2025,"Mid level","Full time",Manager,103781,USD,103781,US,0,US,Medium
2025,"Entry level","Full time","Research Engineer",38940,EUR,40989,NL,0,NL,Medium
2025,"Mid level","Full time","Statistical Programmer",102523,USD,102523,US,100,US,Medium
2025,"Senior level","Full time","Data Analyst",134832,USD,134832,GB,0,GB,Medium
2025,"Senior level","Full time","Data Analyst",128102,USD,128102,GB,0,GB,Medium
2025,"Senior level","Full time","Data Analyst",33294,GBP,42144,GB,0,GB,Medium
2025,"Senior level","Full time","Data Analyst",31074,GBP,39334,GB,0,GB,Medium
2025,"Mid level","Full time","Data Engineer",143922,USD,143922,US,100,US,Medium
2025,"Mid level","Full time","Data Engineer",73826,USD,73826,US,100,US,Medium
2025,"Senior level","Full time",Engineer,123100,USD,123100,US,0,US,Medium
2025,"Senior level","Full time",Manager,177375,USD,177375,US,100,US,Medium
2025,"Entry level","Full time","Business Analyst",48960,EUR,51536,LT,0,LT,Medium
2025,"Entry level","Full time","Business Analyst",32640,EUR,34357,LT,0,LT,Medium
2025,"Mid level","Full time","Software Engineer",129659,USD,129659,US,100,US,Medium
2025,"Mid level","Full time","Software Engineer",66510,USD,66510,US,100,US,Medium
2025,"Mid level","Full time","Software Engineer",118657,USD,118657,US,0,US,Medium
2025,"Senior level","Full time",Manager,600243,USD,600243,US,0,US,Medium
2025,"Mid level","Full time","Data Specialist",60040,USD,60040,US,100,US,Medium
2025,"Mid level","Full time","Data Specialist",69040,USD,69040,US,100,US,Medium
2025,"Senior level","Full time","Machine Learning Engineer",402000,USD,402000,US,0,US,Medium
2025,"Senior level","Full time",Manager,278500,USD,278500,US,0,US,Medium
2025,"Mid level","Full time",Associate,87250,USD,87250,US,0,US,Medium
2025,"Mid level","Full time",Associate,78530,USD,78530,US,0,US,Medium
2025,"Senior level","Full time",Manager,178800,USD,178800,US,0,US,Medium
2025,"Senior level","Full time","Software Engineer",218250,USD,218250,US,100,US,Medium
2025,"Expert Level","Full time",Engineer,396890,USD,396890,CA,0,CA,Medium
2025,"Expert Level","Full time",Engineer,213710,USD,213710,CA,0,CA,Medium
2025,"Mid level","Full time","Product Manager",124176,USD,124176,US,0,US,Medium
2025,"Senior level","Full time","Data Engineer",168152,USD,168152,US,100,US,Medium
2025,"Senior level","Full time","Data Engineer",137649,USD,137649,US,100,US,Medium
2025,"Senior level","Full time",Consultant,120450,USD,120450,US,0,US,Medium
2025,"Mid level","Full time","Data Analyst",126490,USD,126490,US,0,US,Medium
2025,"Senior level","Full time","Data Analyst",147850,USD,147850,US,0,US,Medium
2025,"Senior level","Full time","Data Scientist",186600,USD,186600,CA,100,CA,Medium
2025,"Mid level","Full time",Associate,95029,USD,95029,AU,0,AU,Medium
2025,"Mid level","Full time",Associate,83580,USD,83580,AU,0,AU,Medium
2025,"Mid level","Full time","Data Scientist",164431,USD,164431,US,0,US,Medium
2025,"Senior level","Full time","Data Engineer",91110,GBP,115329,GB,0,GB,Medium
2025,"Mid level","Full time","Data Product Manager",218973,USD,218973,US,0,US,Medium
2025,"Mid level","Full time","Data Product Manager",136858,USD,136858,US,0,US,Medium
2025,"Mid level","Full time",Engineer,183900,USD,183900,US,100,US,Medium
2025,"Mid level","Full time",Engineer,112945,USD,112945,US,100,US,Medium
2025,"Senior level","Full time",Architect,303140,USD,303140,US,0,US,Medium
2025,"Senior level","Full time",Architect,214730,USD,214730,US,0,US,Medium
2025,"Mid level","Full time","Data Engineer",55620,GBP,70405,GB,0,GB,Medium
2025,"Mid level","Full time","Data Engineer",52584,GBP,66562,GB,0,GB,Medium
2025,"Senior level","Full time","Software Engineer",174570,USD,174570,US,0,US,Medium
2025,"Mid level","Full time","Machine Learning Engineer",141950,USD,141950,US,0,US,Medium
2025,"Mid level","Full time","Data Scientist",53165,USD,53165,US,0,US,Medium
2025,"Senior level","Full time","AI Engineer",210250,USD,210250,US,0,US,Medium
2025,"Expert Level","Full time","Software Engineer",381000,USD,381000,US,0,US,Medium
2025,"Senior level","Full time","Data Scientist",181854,USD,181854,US,0,US,Medium
2025,"Senior level","Full time","Data Scientist",109116,USD,109116,US,0,US,Medium
2025,"Senior level","Full time","Data Engineer",138510,USD,138510,AU,0,AU,Medium
2025,"Senior level","Full time","Data Engineer",125693,USD,125693,AU,0,AU,Medium
2025,"Senior level","Full time","Data Scientist",143797,USD,143797,NZ,0,NZ,Medium
2025,"Senior level","Full time","Data Scientist",118401,USD,118401,NZ,0,NZ,Medium
2025,"Senior level","Full time",Manager,137025,USD,137025,US,0,US,Medium
2025,"Entry level","Full time","Data Analyst",97739,USD,97739,CA,0,CA,Medium
2025,"Entry level","Full time","Data Analyst",80326,USD,80326,CA,0,CA,Medium
2025,"Mid level","Full time","Research Associate",45413,GBP,57484,GB,0,GB,Medium
2025,"Senior level","Full time","Machine Learning Engineer",215100,USD,215100,US,0,US,Medium
2025,"Senior level","Full time","Machine Learning Engineer",130300,USD,130300,US,0,US,Medium
2025,"Senior level","Full time","Machine Learning Engineer",270500,USD,270500,US,0,US,Medium
2025,"Mid level","Full time","Data Scientist",127752,USD,127752,US,0,US,Medium
2025,"Mid level","Full time","Data Scientist",85176,USD,85176,US,0,US,Medium
2025,"Mid level","Full time",Associate,119267,USD,119267,US,0,US,Medium
2025,"Mid level","Full time","Data Engineer",38350,GBP,48544,GB,0,GB,Medium
2025,"Senior level","Full time","Data Architect",207315,USD,207315,US,100,US,Medium
2025,"Senior level","Full time","Data Analyst",116438,USD,116438,US,0,US,Medium
2025,"Senior level","Full time","Data Analyst",69863,USD,69863,US,0,US,Medium
2025,"Senior level","Full time","Data Analyst",133620,USD,133620,US,0,US,Medium
2025,"Senior level","Full time","Data Analyst",69920,USD,69920,US,0,US,Medium
2025,"Expert Level","Full time","Master Data Management",335500,USD,335500,US,0,US,Medium
2025,"Senior level","Full time","Product Designer",257800,USD,257800,US,0,US,Medium
2025,"Senior level","Full time","Product Designer",147300,USD,147300,US,0,US,Medium
2025,"Senior level","Full time",Manager,253425,USD,253425,US,100,US,Medium
2025,"Senior level","Full time",Manager,207348,USD,207348,US,100,US,Medium
2025,"Mid level","Full time",Developer,83616,USD,83616,US,0,US,Medium
2025,"Mid level","Full time",Manager,130050,USD,130050,US,100,US,Medium
2025,"Senior level","Full time","Data Engineer",187950,USD,187950,US,0,US,Medium
2025,"Mid level","Full time","Data Management Specialist",16200,EUR,17052,LV,0,LV,Medium
2025,"Senior level","Full time","Solution Architect",269960,USD,269960,US,100,US,Medium
2025,"Senior level","Full time","Solution Architect",168650,USD,168650,US,100,US,Medium
2025,"Expert Level","Full time","Data Scientist",267050,USD,267050,US,0,US,Medium
2025,"Mid level","Full time","Data Specialist",34526,USD,34526,US,0,US,Medium
2025,"Mid level","Full time","Data Specialist",32957,USD,32957,US,0,US,Medium
2025,"Senior level","Full time",Analyst,141395,USD,141395,US,0,US,Medium
2025,"Senior level","Full time",Analyst,100997,USD,100997,US,0,US,Medium
2025,"Senior level","Full time",Engineer,60700,USD,60700,CA,0,CA,Medium
2025,"Entry level","Full time","Data Analyst",44140,GBP,55873,GB,0,GB,Medium
2025,"Entry level","Full time","Data Analyst",33560,GBP,42481,GB,0,GB,Medium
2025,"Expert Level","Full time","Head of Data",287103,USD,287103,US,0,US,Medium
2025,"Expert Level","Full time","Head of Data",174760,USD,174760,US,0,US,Medium
2025,"Senior level","Full time","Product Manager",377160,USD,377160,US,0,US,Medium
2025,"Senior level","Full time","Product Manager",201203,USD,201203,US,0,US,Medium
2025,"Mid level","Full time",Associate,49600,USD,49600,US,0,US,Medium
2025,"Senior level","Full time",Architect,227620,USD,227620,US,100,US,Medium
2025,"Senior level","Full time",Architect,161230,USD,161230,US,100,US,Medium
2025,"Entry level","Full time","Data Analyst",127774,USD,127774,US,0,US,Medium
2025,"Entry level","Full time","Data Analyst",114004,USD,114004,US,0,US,Medium
2025,"Mid level","Full time",Manager,196300,USD,196300,US,0,US,Large
2025,"Entry level","Full time",Engineer,85760,USD,85760,US,0,US,Large
2025,"Mid level","Full time","Scala Spark Developer",71040,EUR,74778,LV,0,LV,Medium
2025,"Senior level","Full time","Data Scientist",135000,CAD,96428,CA,0,CA,Medium
2025,"Senior level","Full time","Data Scientist",108000,CAD,77142,CA,0,CA,Medium
2025,"Senior level","Full time","Data Engineer",126406,USD,126406,AU,0,AU,Medium
2025,"Senior level","Full time","Data Engineer",111613,USD,111613,AU,0,AU,Medium
2025,"Entry level","Full time","Data Analyst",116147,USD,116147,US,0,US,Medium
2025,"Entry level","Full time","Data Analyst",103646,USD,103646,US,0,US,Medium
2025,"Mid level","Full time","Postdoctoral Researcher",591000,NOK,53435,NO,0,NO,Medium
2024,"Mid level","Full time","Business Analyst",25860,USD,25860,IN,100,UA,Medium
2025,"Senior level","Full time","Data Architect",439800,PLN,108058,PL,0,PL,Medium
2025,"Senior level","Full time","Data Architect",319200,PLN,78427,PL,0,PL,Medium
2025,"Mid level","Full time","Data Scientist",127262,USD,127262,US,0,US,Medium
2025,"Mid level","Full time","Data Scientist",89083,USD,89083,US,0,US,Medium
2025,"Mid level","Full time",Manager,180856,USD,180856,US,0,US,Medium
2025,"Entry level","Full time","Data Analyst",74562,USD,74562,US,100,US,Medium
2025,"Entry level","Full time","Data Analyst",54480,USD,54480,US,100,US,Medium
2025,"Senior level","Full time","Data Analyst",137862,USD,137862,US,0,US,Medium
2025,"Mid level","Full time","Data Analyst",79610,USD,79610,CA,0,CA,Medium
2025,"Mid level","Full time","Data Analyst",63688,USD,63688,CA,0,CA,Medium
2025,"Senior level","Full time","Machine Learning Engineer",138250,USD,138250,US,0,US,Medium
2025,"Senior level","Full time","Data Specialist",600336,USD,600336,US,0,US,Medium
2025,"Senior level","Full time","Data Engineer",124019,USD,124019,US,0,US,Medium
2025,"Senior level","Full time","Data Engineer",77638,USD,77638,US,0,US,Medium
2025,"Senior level","Full time","Data Architect",306600,USD,306600,US,0,US,Medium
